"species_group","kingdom","habitat_id","habitat","CF_occ_avg_reg","CF_occ_avg_reg_rsd","CF_occ_avg_glo","CF_occ_avg_glo_rsd","CF_occ_mar_reg","CF_occ_mar_reg_rsd","CF_occ_mar_glo","CF_occ_mar_glo_rsd","CF_tra_avg_reg","CF_tra_avg_reg_rsd","CF_tra_avg_glo","CF_tra_avg_glo_rsd","CF_tra_mar_reg","CF_tra_mar_reg_rsd","CF_tra_mar_glo","CF_tra_mar_glo_rsd","quality","weighting"
"Plantae","Plantae",5,"Managed_forest_Intense",2.07025088987364e-12,2.67501929821786,3.78387037042555e-15,2.37280000220556,4.13367544484811e-12,2.24933600923088,7.30906207068459e-15,2.70739607814959,6.19704737670705e-10,2.20824168733527,7.73975125267523e-13,2.41930036563791,1.36916746619139e-09,2.14649908132754,1.58228816054277e-12,2.55749950442193,"original","ecoregion_area"
"Plantae","Plantae",6,"Managed_forest_Light",2.21659334626076e-12,6.09882342454326,2.68294929612096e-15,3.59585284366612,3.87190050678228e-12,4.46382161973554,4.70915925828929e-15,3.10729344257908,7.88251312437193e-10,8.9537349425698,5.71631621624247e-13,2.9245305427817,1.4119551562152e-09,6.38774195315754,1.07219500862014e-12,2.51547868185034,"original","ecoregion_area"
"Plantae","Plantae",7,"Managed_forest_Minimal",8.70061488936794e-13,6.51164837290589,8.18467118663806e-16,3.60966143583294,1.43853607720121e-12,5.11732152942635,1.42007776859033e-15,3.12770928606,2.93612983087302e-10,9.20430812824491,1.71975144893828e-13,2.99681615789793,4.91896342569214e-10,6.75660110472669,3.19310182090691e-13,2.55821780273303,"original","ecoregion_area"
"Plantae","Plantae",8,"Pasture_Intense",3.55785638105957e-12,1.96520846797498,3.81415194372832e-15,2.04207745970003,7.26598550731587e-12,1.81664319676098,6.99331060545325e-15,1.95294607740387,1.12335362144938e-09,1.85841897818522,9.83657480700838e-13,1.81417795022896,2.56416136558958e-09,1.76782769897172,1.9798443218183e-12,1.81761438673164,"original","ecoregion_area"
"Plantae","Plantae",9,"Pasture_Light",5.53825389666159e-12,11.4304799120591,2.60635435043006e-15,2.68850074239576,8.75005942156215e-12,10.1538678372747,4.78800154537894e-15,2.71796781192138,2.73709164004631e-09,15.6215776956936,5.64603113194637e-13,2.4262261054885,4.20791762337453e-09,14.2808637589703,1.09555818568771e-12,2.40460229869067,"original","ecoregion_area"
"Plantae","Plantae",10,"Pasture_Minimal",1.01003857080546e-11,10.4330257045792,6.47102616785118e-16,3.72401123882011,1.4656857776364e-11,10.6504919405593,1.0651507662432e-15,3.38079829183902,6.95968758151018e-09,10.7410308165988,2.22803184033062e-13,5.7244567633787,1.00556053118881e-08,11.0127608058126,3.5666567498881e-13,5.38870895955622,"original","ecoregion_area"
"Plantae","Plantae",11,"Plantation_Intense",3.11273531186259e-12,5.03315921894461,5.34529848971316e-15,2.40737486714514,5.91482167533382e-12,3.56326619255285,1.0142409543597e-14,2.03338060657289,9.72065040306256e-10,3.15742496787122,1.2788159979457e-12,2.0900745056334,1.97012950724515e-09,2.37094727865925,2.56909632899919e-12,2.02279669629557,"original","ecoregion_area"
"Plantae","Plantae",12,"Plantation_Light",1.54943140026612e-12,3.08326678188071,2.28630756308627e-15,2.34752343771657,3.11523577489903e-12,2.347884570675,4.19245590238262e-15,2.21168696975524,5.64236221413957e-10,3.09561404170864,5.68729306901281e-13,1.89783594784915,1.18526758059731e-09,2.53173602784127,1.10223802467679e-12,1.69853700867734,"original","ecoregion_area"
"Plantae","Plantae",13,"Plantation_Minimal",2.32428176699396e-12,8.90089772508085,3.38331578178465e-15,2.58893036894871,3.69613216800061e-12,6.50401053697717,6.05537684360205e-15,2.38898097108212,3.95252380024421e-10,7.85117765683635,5.22547332059232e-13,2.7485771875436,6.29753594820924e-10,5.78222353710527,9.39203479720083e-13,2.56231944031534,"original","ecoregion_area"
"Plantae","Plantae",14,"Urban_Intense",2.65236604375443e-12,3.69680447870757,2.96271073701221e-15,2.13130721782056,5.47058799837982e-12,2.52721942816542,5.94512727051655e-15,2.16902600443204,9.32468926931163e-10,5.81874025664746,7.26744403089843e-13,2.27435207576167,1.94758507016453e-09,3.34900523049703,1.56130180190376e-12,2.22638180572546,"original","ecoregion_area"
"Plantae","Plantae",15,"Urban_Light",1.04906068558417e-13,15.8356942139458,1.21957393295112e-16,3.15788169523527,2.1183183855853e-13,8.66367089627853,2.24061341682083e-16,2.51761490820985,3.2836998604348e-11,8.35881376491524,2.86483268113899e-14,2.63988317998496,7.15851894807185e-11,4.51883388506761,5.71248943746912e-14,2.28823130961326,"original","ecoregion_area"
"Plantae","Plantae",16,"Urban_Minimal",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"original","ecoregion_area"
"Animalia","Animalia",2,"Cropland_Intense",8.41549405994883e-12,2.17980923301792,6.42981552615869e-15,3.63444581228265,3.42415998971884e-11,36.6071128082364,1.27262105514437e-14,4.20216002434594,4.57989655247408e-09,2.07552617050723,1.75194742506187e-12,2.51945288659635,1.45879065968172e-08,33.6718852946224,3.45682547260955e-12,4.89569276957154,"proxy","ecoregion_area"
"Animalia","Animalia",3,"Cropland_Light",8.41549405994883e-12,2.17980923301792,6.42981552615869e-15,3.63444581228265,3.42415998971884e-11,36.6071128082364,1.27262105514437e-14,4.20216002434594,4.57989655247408e-09,2.07552617050723,1.75194742506187e-12,2.51945288659635,1.45879065968172e-08,33.6718852946224,3.45682547260955e-12,4.89569276957154,"proxy","ecoregion_area"
"Animalia","Animalia",4,"Cropland_Minimal",4.89187819123023e-12,2.13862957156473,4.11151404179901e-15,3.26893736176892,1.87630117937302e-11,34.4825433057232,8.13279807605265e-15,3.70227701887893,2.58651350939479e-09,1.97034316752818,1.08813096259522e-12,2.35522180773819,7.93606336779324e-09,31.9463384815668,2.14409885090201e-12,4.21916457938677,"proxy","ecoregion_area"
"Animalia","Animalia",5,"Managed_forest_Intense",2.25907040010588e-11,2.86196991810662,3.82981835557875e-15,7.22876094095769,2.63804435999215e-11,2.63992433564452,6.20125213107886e-15,6.38368699732013,1.6202185573933e-08,3.0026154524378,1.53563469238664e-12,4.20374276451764,1.8186140004825e-08,2.92801754203664,2.23854894262688e-12,3.85998643246528,"proxy","ecoregion_area"
"Animalia","Animalia",6,"Managed_forest_Light",6.16111180037132e-12,2.86196445515514,1.04450956693292e-15,7.22866861038156,7.19468618766344e-12,2.63991638312316,1.69127674300148e-15,6.38359371152563,4.41878276652315e-09,3.00261181581768,4.18812757502239e-13,4.20370975773513,4.95986461358937e-09,2.92801221243214,6.10519567329446e-13,3.85994873578018,"proxy","ecoregion_area"
"Animalia","Animalia",7,"Managed_forest_Minimal",1.35421820238398e-12,2.8539418139624,2.13539829662761e-16,7.03391212587577,1.57266846941667e-12,2.63074827871204,3.43680377081194e-16,6.03291427187112,9.73802873287861e-10,2.96104994819657,8.85449237131344e-14,4.20227789711064,1.0891565276825e-09,2.8754680498023,1.27789654480234e-13,3.80437925434169,"proxy","ecoregion_area"
"Animalia","Animalia",8,"Pasture_Intense",3.15157568763725e-11,3.72630126296414,5.66812914112288e-15,2.82372429280738,7.27889135976655e-11,24.0939213600748,1.13000050983682e-14,5.71806768968967,2.22034507651236e-08,3.97947842522515,2.05647476035063e-12,3.0906833299948,4.07465121521564e-08,16.9491902332556,3.9042520197382e-12,6.37227404083014,"proxy","ecoregion_area"
"Animalia","Animalia",9,"Pasture_Light",3.15157568763725e-11,3.72630126296414,5.66812914112288e-15,2.82372429280738,7.27889135976655e-11,24.0939213600748,1.13000050983682e-14,5.71806768968967,2.22034507651236e-08,3.97947842522515,2.05647476035063e-12,3.0906833299948,4.07465121521564e-08,16.9491902332556,3.9042520197382e-12,6.37227404083014,"proxy","ecoregion_area"
"Animalia","Animalia",10,"Pasture_Minimal",1.83499756228514e-11,3.69524400255078,4.2818195449107e-15,2.52676645816204,4.98747819844380e-11,27.1334137880652,8.80017402393605e-15,5.59261015770023,1.26740249470929e-08,4.03506113039227,1.43901051503257e-12,2.72965079165301,2.63615840931153e-08,20.0956998951129,2.85981071227176e-12,6.52574949921364,"proxy","ecoregion_area"
